140, green, big, clark, baker, wayne
141, air, aircraft, fly, flight, pilot
142, china, chinese, hong, kong, emperor
143, america, western, pacific, long, cape
144, spanish, mexico, del, spain, puerto
145, nuclear, heat, fuel, waste, tank
146, company, network, channel, radio, product
147, movement, social, cultural, history, barcelona
148, empire, greek, roman, kingdom, emperor
149, measure, wave, mass, scale, particle
150, hockey, ice, nhl, colorado, detroit
151, india, indian, tamil, delhi, hindi
152, south, van, africa, african, belgian
153, policy, security, intelligence, conflict, plan
154, energy, environmental, gas, natural, environment
155, german, der, von, berlin, und
156, jersey, dam, quebec, norman, reservoir
157, music, guitar, vocal, bass, piano
158, field, chapter, honor, active, delta
159, cell, protein, gene, dna, beer
160, technology, engineering, system, computer, machine
161, dutch, netherlands, hungarian, serbian, hungary
162, frac, function, mathbf, partial, equation
163, rights, human, act, report, violence
164, andrew, ray, albert, alice, susan
165, minister, bill, prime, government, appoint
166, horse, stake, race, half, derby
167, international, european, europe, germany, czech
168, art, painting, artist, work, poetry
169, song, love, singer, sing, dream
170, king, prince, duke, scotland, iii
171, john, william, james, thomas, robert
172, school, student, high, education, teacher
173, russian, soviet, russia, moscow, ukraine
174, washington, chicago, florida, pennsylvania, philadelphia
175, war, death, prisoner, camp, nazi
176, dublin, irish, marvel, hero, cork
177, japan, japanese, tokyo, danish, denmark
178, station, line, railway, train, railroad
179, get, girl, baby, want, boy
180, hill, old, estate, oregon, stand
181, body, upper, foot, bone, lower
182, show, host, bbc, radio, live
183, fire, gun, wind, rifle, pioneer
184, material, glass, wood, thailand, thai
185, french, france, paris, des, les
186, model, vehicle, car, factory, engine
187, cross, bus, gate, circle, metro
188, race, car, drive, driver, formula
189, department, service, office, commission, agency
190, culture, century, modern, traditional, popular
191, islamic, muslim, egypt, arab, ibn
192, armenian, jonathan, armenia, horror, witch
193, county, community, lee, korea, korean
194, master, chess, oak, rating, roberts
195, road, bridge, singapore, highway, route
196, west, centre, pakistan, hills, sweden
197, australia, australian, rugby, sydney, williams
198, election, council, vote, assembly, seat
199, mine, iron, formation, coal, mining
